C1,C2,C3,C4,L1,L2,L3,L4
0.0,0.0,57.0,65.0,4.0,37.0,36.0,0.0
0.0,0.0,57.0,65.0,4.0,37.0,36.0,0.0
0.0,0.0,57.0,65.0,4.0,37.0,36.0,0.0
0.0,0.0,57.0,65.0,4.0,37.0,36.0,0.0
0.0,0.0,57.0,65.0,4.0,37.0,36.0,0.0
0.0,0.0,73.0,81.0,28.0,49.0,83.0,0.0
0.0,0.0,73.0,81.0,28.0,49.0,83.0,0.0
0.0,0.0,73.0,81.0,28.0,49.0,83.0,0.0
0.0,0.0,73.0,81.0,28.0,49.0,83.0,0.0
0.0,0.0,73.0,81.0,28.0,49.0,83.0,0.0
0.0,26.0,68.0,100.0,6.0,40.0,88.0,91.0
0.0,26.0,68.0,100.0,6.0,40.0,88.0,91.0
0.0,26.0,68.0,100.0,6.0,40.0,88.0,91.0
0.0,26.0,68.0,100.0,6.0,40.0,88.0,91.0
0.0,26.0,68.0,100.0,6.0,40.0,88.0,91.0
0.0,26.0,68.0,100.0,6.0,40.0,88.0,91.0
0.0,26.0,68.0,100.0,6.0,40.0,88.0,91.0
0.0,46.0,70.0,74.0,0.0,29.0,89.0,95.0
0.0,46.0,70.0,74.0,0.0,29.0,89.0,95.0
0.0,46.0,70.0,74.0,0.0,29.0,89.0,95.0
0.0,46.0,70.0,74.0,0.0,29.0,89.0,95.0
0.0,46.0,70.0,74.0,0.0,29.0,89.0,95.0
0.0,46.0,70.0,74.0,0.0,29.0,89.0,95.0
0.0,0.0,71.0,147.0,0.0,25.0,109.0,106.0
0.0,0.0,71.0,147.0,0.0,25.0,109.0,106.0
0.0,0.0,71.0,147.0,0.0,25.0,109.0,106.0
0.0,0.0,71.0,147.0,0.0,25.0,109.0,106.0
0.0,0.0,71.0,147.0,0.0,25.0,109.0,106.0
19.0,26.0,36.0,120.0,10.0,43.0,64.0,83.0
19.0,26.0,36.0,120.0,10.0,43.0,64.0,83.0
19.0,26.0,36.0,120.0,10.0,43.0,64.0,83.0
19.0,26.0,36.0,120.0,10.0,43.0,64.0,83.0
19.0,26.0,36.0,120.0,10.0,43.0,64.0,83.0
19.0,26.0,36.0,120.0,10.0,43.0,64.0,83.0
19.0,26.0,36.0,120.0,10.0,43.0,64.0,83.0
19.0,26.0,36.0,120.0,10.0,43.0,64.0,83.0
0.0,22.0,79.0,125.0,18.0,17.0,82.0,109.0
0.0,22.0,79.0,125.0,18.0,17.0,82.0,109.0
0.0,22.0,79.0,125.0,18.0,17.0,82.0,109.0
0.0,22.0,79.0,125.0,18.0,17.0,82.0,109.0
0.0,22.0,79.0,125.0,18.0,17.0,82.0,109.0
0.0,22.0,79.0,125.0,18.0,17.0,82.0,109.0
0.0,22.0,79.0,125.0,18.0,17.0,82.0,109.0
0.0,0.0,60.0,116.0,31.0,18.0,57.0,105.0
0.0,0.0,60.0,116.0,31.0,18.0,57.0,105.0
0.0,0.0,60.0,116.0,31.0,18.0,57.0,105.0
0.0,0.0,60.0,116.0,31.0,18.0,57.0,105.0
0.0,0.0,60.0,116.0,31.0,18.0,57.0,105.0
0.0,0.0,60.0,116.0,31.0,18.0,57.0,105.0
0.0,12.0,85.0,0.0,13.0,43.0,52.0,0.0
0.0,12.0,85.0,0.0,13.0,43.0,52.0,0.0
0.0,12.0,85.0,0.0,13.0,43.0,52.0,0.0
0.0,12.0,85.0,0.0,13.0,43.0,52.0,0.0
0.0,12.0,85.0,0.0,13.0,43.0,52.0,0.0
0.0,0.0,48.0,129.0,20.0,0.0,64.0,125.0
0.0,0.0,48.0,129.0,20.0,0.0,64.0,125.0
0.0,0.0,48.0,129.0,20.0,0.0,64.0,125.0
0.0,0.0,48.0,129.0,20.0,0.0,64.0,125.0
