C1,C2,C3,C4,L1,L2,L3,L4
61.0,82.0,79.0,0.0,27.0,57.0,73.0,62.0
61.0,82.0,79.0,0.0,27.0,57.0,73.0,62.0
61.0,82.0,79.0,0.0,27.0,57.0,73.0,62.0
61.0,82.0,79.0,0.0,27.0,57.0,73.0,62.0
61.0,82.0,79.0,0.0,27.0,57.0,73.0,62.0
61.0,82.0,79.0,0.0,27.0,57.0,73.0,62.0
61.0,82.0,79.0,0.0,27.0,57.0,73.0,62.0
76.0,73.0,48.0,0.0,18.0,56.0,82.0,57.0
76.0,73.0,48.0,0.0,18.0,56.0,82.0,57.0
76.0,73.0,48.0,0.0,18.0,56.0,82.0,57.0
76.0,73.0,48.0,0.0,18.0,56.0,82.0,57.0
76.0,73.0,48.0,0.0,18.0,56.0,82.0,57.0
76.0,73.0,48.0,0.0,18.0,56.0,82.0,57.0
76.0,73.0,48.0,0.0,18.0,56.0,82.0,57.0
46.0,46.0,68.0,38.0,33.0,38.0,70.0,54.0
46.0,46.0,68.0,38.0,33.0,38.0,70.0,54.0
46.0,46.0,68.0,38.0,33.0,38.0,70.0,54.0
46.0,46.0,68.0,38.0,33.0,38.0,70.0,54.0
46.0,46.0,68.0,38.0,33.0,38.0,70.0,54.0
46.0,46.0,68.0,38.0,33.0,38.0,70.0,54.0
46.0,46.0,68.0,38.0,33.0,38.0,70.0,54.0
46.0,46.0,68.0,38.0,33.0,38.0,70.0,54.0
54.0,60.0,72.0,35.0,29.0,78.0,50.0,56.0
54.0,60.0,72.0,35.0,29.0,78.0,50.0,56.0
54.0,60.0,72.0,35.0,29.0,78.0,50.0,56.0
54.0,60.0,72.0,35.0,29.0,78.0,50.0,56.0
54.0,60.0,72.0,35.0,29.0,78.0,50.0,56.0
54.0,60.0,72.0,35.0,29.0,78.0,50.0,56.0
54.0,60.0,72.0,35.0,29.0,78.0,50.0,56.0
54.0,60.0,72.0,35.0,29.0,78.0,50.0,56.0
52.0,34.0,64.0,43.0,16.0,54.0,41.0,77.0
52.0,34.0,64.0,43.0,16.0,54.0,41.0,77.0
52.0,34.0,64.0,43.0,16.0,54.0,41.0,77.0
52.0,34.0,64.0,43.0,16.0,54.0,41.0,77.0
52.0,34.0,64.0,43.0,16.0,54.0,41.0,77.0
52.0,34.0,64.0,43.0,16.0,54.0,41.0,77.0
52.0,34.0,64.0,43.0,16.0,54.0,41.0,77.0
52.0,34.0,64.0,43.0,16.0,54.0,41.0,77.0
46.0,60.0,82.0,37.0,32.0,33.0,106.0,50.0
46.0,60.0,82.0,37.0,32.0,33.0,106.0,50.0
46.0,60.0,82.0,37.0,32.0,33.0,106.0,50.0
46.0,60.0,82.0,37.0,32.0,33.0,106.0,50.0
46.0,60.0,82.0,37.0,32.0,33.0,106.0,50.0
46.0,60.0,82.0,37.0,32.0,33.0,106.0,50.0
46.0,60.0,82.0,37.0,32.0,33.0,106.0,50.0
46.0,60.0,82.0,37.0,32.0,33.0,106.0,50.0
50.0,89.0,103.0,20.0,0.0,65.0,81.0,100.0
50.0,89.0,103.0,20.0,0.0,65.0,81.0,100.0
50.0,89.0,103.0,20.0,0.0,65.0,81.0,100.0
50.0,89.0,103.0,20.0,0.0,65.0,81.0,100.0
50.0,89.0,103.0,20.0,0.0,65.0,81.0,100.0
50.0,89.0,103.0,20.0,0.0,65.0,81.0,100.0
50.0,89.0,103.0,20.0,0.0,65.0,81.0,100.0
79.0,101.0,66.0,0.0,0.0,48.0,100.0,75.0
79.0,101.0,66.0,0.0,0.0,48.0,100.0,75.0
79.0,101.0,66.0,0.0,0.0,48.0,100.0,75.0
79.0,101.0,66.0,0.0,0.0,48.0,100.0,75.0
79.0,101.0,66.0,0.0,0.0,48.0,100.0,75.0
79.0,101.0,66.0,0.0,0.0,48.0,100.0,75.0
76.0,73.0,29.0,59.0,41.0,66.0,80.0,43.0
76.0,73.0,29.0,59.0,41.0,66.0,80.0,43.0
76.0,73.0,29.0,59.0,41.0,66.0,80.0,43.0
76.0,73.0,29.0,59.0,41.0,66.0,80.0,43.0
76.0,73.0,29.0,59.0,41.0,66.0,80.0,43.0
76.0,73.0,29.0,59.0,41.0,66.0,80.0,43.0
76.0,73.0,29.0,59.0,41.0,66.0,80.0,43.0
76.0,73.0,29.0,59.0,41.0,66.0,80.0,43.0
55.0,101.0,46.0,31.0,74.0,65.0,43.0,48.0
55.0,101.0,46.0,31.0,74.0,65.0,43.0,48.0
55.0,101.0,46.0,31.0,74.0,65.0,43.0,48.0
55.0,101.0,46.0,31.0,74.0,65.0,43.0,48.0
55.0,101.0,46.0,31.0,74.0,65.0,43.0,48.0
55.0,101.0,46.0,31.0,74.0,65.0,43.0,48.0
55.0,101.0,46.0,31.0,74.0,65.0,43.0,48.0
55.0,101.0,46.0,31.0,74.0,65.0,43.0,48.0
80.0,57.0,91.0,0.0,42.0,73.0,76.0,53.0
80.0,57.0,91.0,0.0,42.0,73.0,76.0,53.0
80.0,57.0,91.0,0.0,42.0,73.0,76.0,53.0
80.0,57.0,91.0,0.0,42.0,73.0,76.0,53.0
80.0,57.0,91.0,0.0,42.0,73.0,76.0,53.0
80.0,57.0,91.0,0.0,42.0,73.0,76.0,53.0
80.0,57.0,91.0,0.0,42.0,73.0,76.0,53.0
45.0,0.0,71.0,35.0,28.0,71.0,43.0,38.0
45.0,0.0,71.0,35.0,28.0,71.0,43.0,38.0
45.0,0.0,71.0,35.0,28.0,71.0,43.0,38.0
45.0,0.0,71.0,35.0,28.0,71.0,43.0,38.0
45.0,0.0,71.0,35.0,28.0,71.0,43.0,38.0
45.0,0.0,71.0,35.0,28.0,71.0,43.0,38.0
45.0,0.0,71.0,35.0,28.0,71.0,43.0,38.0
86.0,99.0,24.0,0.0,28.0,75.0,75.0,0.0
86.0,99.0,24.0,0.0,28.0,75.0,75.0,0.0
86.0,99.0,24.0,0.0,28.0,75.0,75.0,0.0
86.0,99.0,24.0,0.0,28.0,75.0,75.0,0.0
86.0,99.0,24.0,0.0,28.0,75.0,75.0,0.0
86.0,99.0,24.0,0.0,28.0,75.0,75.0,0.0
52.0,110.0,61.0,0.0,0.0,67.0,0.0,70.0
52.0,110.0,61.0,0.0,0.0,67.0,0.0,70.0
52.0,110.0,61.0,0.0,0.0,67.0,0.0,70.0
52.0,110.0,61.0,0.0,0.0,67.0,0.0,70.0
52.0,110.0,61.0,0.0,0.0,67.0,0.0,70.0
40.0,0.0,78.0,46.0,4095.0,42.0,34.0,102.0
40.0,0.0,78.0,46.0,4095.0,42.0,34.0,102.0
40.0,0.0,78.0,46.0,4095.0,42.0,34.0,102.0
40.0,0.0,78.0,46.0,4095.0,42.0,34.0,102.0
40.0,0.0,78.0,46.0,4095.0,42.0,34.0,102.0
40.0,0.0,78.0,46.0,4095.0,42.0,34.0,102.0
40.0,0.0,78.0,46.0,4095.0,42.0,34.0,102.0
12.0,51.0,94.0,100.0,0.0,69.0,110.0,68.0
12.0,51.0,94.0,100.0,0.0,69.0,110.0,68.0
12.0,51.0,94.0,100.0,0.0,69.0,110.0,68.0
12.0,51.0,94.0,100.0,0.0,69.0,110.0,68.0
12.0,51.0,94.0,100.0,0.0,69.0,110.0,68.0
12.0,51.0,94.0,100.0,0.0,69.0,110.0,68.0
12.0,51.0,94.0,100.0,0.0,69.0,110.0,68.0
102.0,59.0,63.0,56.0,42.0,79.0,92.0,52.0
102.0,59.0,63.0,56.0,42.0,79.0,92.0,52.0
102.0,59.0,63.0,56.0,42.0,79.0,92.0,52.0
102.0,59.0,63.0,56.0,42.0,79.0,92.0,52.0
102.0,59.0,63.0,56.0,42.0,79.0,92.0,52.0
102.0,59.0,63.0,56.0,42.0,79.0,92.0,52.0
102.0,59.0,63.0,56.0,42.0,79.0,92.0,52.0
102.0,59.0,63.0,56.0,42.0,79.0,92.0,52.0
86.0,101.0,80.0,0.0,27.0,44.0,88.0,0.0
86.0,101.0,80.0,0.0,27.0,44.0,88.0,0.0
86.0,101.0,80.0,0.0,27.0,44.0,88.0,0.0
86.0,101.0,80.0,0.0,27.0,44.0,88.0,0.0
86.0,101.0,80.0,0.0,27.0,44.0,88.0,0.0
86.0,101.0,80.0,0.0,27.0,44.0,88.0,0.0
61.0,59.0,78.0,28.0,55.0,49.0,70.0,41.0
61.0,59.0,78.0,28.0,55.0,49.0,70.0,41.0
61.0,59.0,78.0,28.0,55.0,49.0,70.0,41.0
61.0,59.0,78.0,28.0,55.0,49.0,70.0,41.0
61.0,59.0,78.0,28.0,55.0,49.0,70.0,41.0
61.0,59.0,78.0,28.0,55.0,49.0,70.0,41.0
61.0,59.0,78.0,28.0,55.0,49.0,70.0,41.0
61.0,59.0,78.0,28.0,55.0,49.0,70.0,41.0
89.0,0.0,57.0,0.0,40.0,57.0,59.0,45.0
89.0,0.0,57.0,0.0,40.0,57.0,59.0,45.0
