C1,C2,C3,C4,L1,L2,L3,L4
36.0,30.0,93.0,58.0,5e-324,6.94288207439247e-310,63.0,146.0
36.0,30.0,93.0,58.0,5e-324,6.94288207439247e-310,63.0,146.0
36.0,30.0,93.0,58.0,5e-324,6.94288207439247e-310,63.0,146.0
36.0,30.0,93.0,58.0,5e-324,6.94288207439247e-310,63.0,146.0
36.0,30.0,93.0,58.0,5e-324,6.94288207439247e-310,63.0,146.0
36.0,30.0,93.0,58.0,5e-324,6.94288207439247e-310,63.0,146.0
43.0,58.0,61.0,68.0,0.0,38.0,65.0,124.0
43.0,58.0,61.0,68.0,0.0,38.0,65.0,124.0
43.0,58.0,61.0,68.0,0.0,38.0,65.0,124.0
43.0,58.0,61.0,68.0,0.0,38.0,65.0,124.0
43.0,58.0,61.0,68.0,0.0,38.0,65.0,124.0
43.0,58.0,61.0,68.0,0.0,38.0,65.0,124.0
43.0,58.0,61.0,68.0,0.0,38.0,65.0,124.0
0.0,47.0,73.0,95.0,30.0,0.0,65.0,144.0
0.0,47.0,73.0,95.0,30.0,0.0,65.0,144.0
0.0,47.0,73.0,95.0,30.0,0.0,65.0,144.0
0.0,47.0,73.0,95.0,30.0,0.0,65.0,144.0
0.0,47.0,73.0,95.0,30.0,0.0,65.0,144.0
0.0,47.0,73.0,95.0,30.0,0.0,65.0,144.0
0.0,10.0,60.0,108.0,12.0,0.0,66.0,139.0
0.0,10.0,60.0,108.0,12.0,0.0,66.0,139.0
0.0,10.0,60.0,108.0,12.0,0.0,66.0,139.0
0.0,10.0,60.0,108.0,12.0,0.0,66.0,139.0
0.0,10.0,60.0,108.0,12.0,0.0,66.0,139.0
0.0,10.0,60.0,108.0,12.0,0.0,66.0,139.0
20.0,0.0,62.0,67.0,0.0,0.0,48.0,106.0
20.0,0.0,62.0,67.0,0.0,0.0,48.0,106.0
20.0,0.0,62.0,67.0,0.0,0.0,48.0,106.0
20.0,0.0,62.0,67.0,0.0,0.0,48.0,106.0
20.0,0.0,62.0,67.0,0.0,0.0,48.0,106.0
0.0,64.0,44.0,29.0,0.0,23.0,0.0,117.0
0.0,64.0,44.0,29.0,0.0,23.0,0.0,117.0
0.0,64.0,44.0,29.0,0.0,23.0,0.0,117.0
0.0,64.0,44.0,29.0,0.0,23.0,0.0,117.0
0.0,64.0,44.0,29.0,0.0,23.0,0.0,117.0
0.0,72.0,68.0,51.0,0.0,24.0,61.0,106.0
0.0,72.0,68.0,51.0,0.0,24.0,61.0,106.0
0.0,72.0,68.0,51.0,0.0,24.0,61.0,106.0
0.0,72.0,68.0,51.0,0.0,24.0,61.0,106.0
0.0,72.0,68.0,51.0,0.0,24.0,61.0,106.0
0.0,72.0,68.0,51.0,0.0,24.0,61.0,106.0
0.0,42.0,52.0,0.0,17.0,0.0,60.0,109.0
0.0,42.0,52.0,0.0,17.0,0.0,60.0,109.0
