C1,C2,C3,C4,L1,L2,L3,L4
158.0,92.0,31.0,0.0,71.0,61.0,67.0,46.0
158.0,92.0,31.0,0.0,71.0,61.0,67.0,46.0
158.0,92.0,31.0,0.0,71.0,61.0,67.0,46.0
158.0,92.0,31.0,0.0,71.0,61.0,67.0,46.0
158.0,92.0,31.0,0.0,71.0,61.0,67.0,46.0
158.0,92.0,31.0,0.0,71.0,61.0,67.0,46.0
158.0,92.0,31.0,0.0,71.0,61.0,67.0,46.0
130.0,105.0,0.0,0.0,64.0,68.0,81.0,0.0
130.0,105.0,0.0,0.0,64.0,68.0,81.0,0.0
130.0,105.0,0.0,0.0,64.0,68.0,81.0,0.0
130.0,105.0,0.0,0.0,64.0,68.0,81.0,0.0
130.0,105.0,0.0,0.0,64.0,68.0,81.0,0.0
86.0,111.0,61.0,0.0,41.0,0.0,74.0,0.0
86.0,111.0,61.0,0.0,41.0,0.0,74.0,0.0
86.0,111.0,61.0,0.0,41.0,0.0,74.0,0.0
86.0,111.0,61.0,0.0,41.0,0.0,74.0,0.0
86.0,111.0,61.0,0.0,41.0,0.0,74.0,0.0
155.0,85.0,0.0,22.0,33.0,83.0,59.0,103.0
155.0,85.0,0.0,22.0,33.0,83.0,59.0,103.0
155.0,85.0,0.0,22.0,33.0,83.0,59.0,103.0
155.0,85.0,0.0,22.0,33.0,83.0,59.0,103.0
155.0,85.0,0.0,22.0,33.0,83.0,59.0,103.0
155.0,85.0,0.0,22.0,33.0,83.0,59.0,103.0
155.0,85.0,0.0,22.0,33.0,83.0,59.0,103.0
126.0,75.0,54.0,0.0,81.0,85.0,56.0,35.0
126.0,75.0,54.0,0.0,81.0,85.0,56.0,35.0
126.0,75.0,54.0,0.0,81.0,85.0,56.0,35.0
126.0,75.0,54.0,0.0,81.0,85.0,56.0,35.0
126.0,75.0,54.0,0.0,81.0,85.0,56.0,35.0
126.0,75.0,54.0,0.0,81.0,85.0,56.0,35.0
126.0,75.0,54.0,0.0,81.0,85.0,56.0,35.0
119.0,0.0,21.0,33.0,56.0,71.0,49.0,0.0
119.0,0.0,21.0,33.0,56.0,71.0,49.0,0.0
119.0,0.0,21.0,33.0,56.0,71.0,49.0,0.0
119.0,0.0,21.0,33.0,56.0,71.0,49.0,0.0
119.0,0.0,21.0,33.0,56.0,71.0,49.0,0.0
119.0,0.0,21.0,33.0,56.0,71.0,49.0,0.0
81.0,35.0,22.0,0.0,34.0,49.0,38.0,0.0
81.0,35.0,22.0,0.0,34.0,49.0,38.0,0.0
81.0,35.0,22.0,0.0,34.0,49.0,38.0,0.0
81.0,35.0,22.0,0.0,34.0,49.0,38.0,0.0
81.0,35.0,22.0,0.0,34.0,49.0,38.0,0.0
81.0,35.0,22.0,0.0,34.0,49.0,38.0,0.0
138.0,69.0,32.0,0.0,4095.0,82.0,57.0,34.0
138.0,69.0,32.0,0.0,4095.0,82.0,57.0,34.0
138.0,69.0,32.0,0.0,4095.0,82.0,57.0,34.0
138.0,69.0,32.0,0.0,4095.0,82.0,57.0,34.0
138.0,69.0,32.0,0.0,4095.0,82.0,57.0,34.0
138.0,69.0,32.0,0.0,4095.0,82.0,57.0,34.0
138.0,69.0,32.0,0.0,4095.0,82.0,57.0,34.0
113.0,114.0,43.0,0.0,88.0,53.0,60.0,0.0
113.0,114.0,43.0,0.0,88.0,53.0,60.0,0.0
113.0,114.0,43.0,0.0,88.0,53.0,60.0,0.0
113.0,114.0,43.0,0.0,88.0,53.0,60.0,0.0
113.0,114.0,43.0,0.0,88.0,53.0,60.0,0.0
113.0,114.0,43.0,0.0,88.0,53.0,60.0,0.0
113.0,114.0,43.0,0.0,88.0,53.0,60.0,0.0
119.0,71.0,47.0,7.0,46.0,100.0,51.0,0.0
119.0,71.0,47.0,7.0,46.0,100.0,51.0,0.0
119.0,71.0,47.0,7.0,46.0,100.0,51.0,0.0
119.0,71.0,47.0,7.0,46.0,100.0,51.0,0.0
119.0,71.0,47.0,7.0,46.0,100.0,51.0,0.0
119.0,71.0,47.0,7.0,46.0,100.0,51.0,0.0
119.0,71.0,47.0,7.0,46.0,100.0,51.0,0.0
145.0,75.0,43.0,0.0,67.0,72.0,52.0,56.0
145.0,75.0,43.0,0.0,67.0,72.0,52.0,56.0
145.0,75.0,43.0,0.0,67.0,72.0,52.0,56.0
145.0,75.0,43.0,0.0,67.0,72.0,52.0,56.0
145.0,75.0,43.0,0.0,67.0,72.0,52.0,56.0
