C1,C2,C3,C4,L1,L2,L3,L4
56.0,109.0,31.0,1.097070810032871e-120,15.0,6.94288207439247e-310,62.0,142.0
56.0,109.0,31.0,1.097070810032871e-120,15.0,6.94288207439247e-310,62.0,142.0
56.0,109.0,31.0,1.097070810032871e-120,15.0,6.94288207439247e-310,62.0,142.0
56.0,109.0,31.0,1.097070810032871e-120,15.0,6.94288207439247e-310,62.0,142.0
56.0,109.0,31.0,1.097070810032871e-120,15.0,6.94288207439247e-310,62.0,142.0
56.0,109.0,31.0,1.097070810032871e-120,15.0,6.94288207439247e-310,62.0,142.0
58.0,63.0,69.0,23.0,18.0,0.0,63.0,134.0
58.0,63.0,69.0,23.0,18.0,0.0,63.0,134.0
58.0,63.0,69.0,23.0,18.0,0.0,63.0,134.0
58.0,63.0,69.0,23.0,18.0,0.0,63.0,134.0
58.0,63.0,69.0,23.0,18.0,0.0,63.0,134.0
58.0,63.0,69.0,23.0,18.0,0.0,63.0,134.0
58.0,63.0,69.0,23.0,18.0,0.0,63.0,134.0
108.0,69.0,19.0,43.0,0.0,26.0,31.0,149.0
108.0,69.0,19.0,43.0,0.0,26.0,31.0,149.0
108.0,69.0,19.0,43.0,0.0,26.0,31.0,149.0
108.0,69.0,19.0,43.0,0.0,26.0,31.0,149.0
108.0,69.0,19.0,43.0,0.0,26.0,31.0,149.0
108.0,69.0,19.0,43.0,0.0,26.0,31.0,149.0
108.0,69.0,19.0,43.0,0.0,26.0,31.0,149.0
14.0,52.0,90.0,95.0,0.0,97.0,96.0,71.0
14.0,52.0,90.0,95.0,0.0,97.0,96.0,71.0
14.0,52.0,90.0,95.0,0.0,97.0,96.0,71.0
14.0,52.0,90.0,95.0,0.0,97.0,96.0,71.0
14.0,52.0,90.0,95.0,0.0,97.0,96.0,71.0
14.0,52.0,90.0,95.0,0.0,97.0,96.0,71.0
14.0,52.0,90.0,95.0,0.0,97.0,96.0,71.0
94.0,89.0,44.0,0.0,20.0,0.0,82.0,0.0
94.0,89.0,44.0,0.0,20.0,0.0,82.0,0.0
94.0,89.0,44.0,0.0,20.0,0.0,82.0,0.0
94.0,89.0,44.0,0.0,20.0,0.0,82.0,0.0
94.0,89.0,44.0,0.0,20.0,0.0,82.0,0.0
62.0,89.0,59.0,0.0,0.0,0.0,71.0,162.0
62.0,89.0,59.0,0.0,0.0,0.0,71.0,162.0
62.0,89.0,59.0,0.0,0.0,0.0,71.0,162.0
62.0,89.0,59.0,0.0,0.0,0.0,71.0,162.0
62.0,89.0,59.0,0.0,0.0,0.0,71.0,162.0
62.0,89.0,59.0,0.0,0.0,0.0,71.0,162.0
106.0,65.0,65.0,0.0,0.0,20.0,64.0,0.0
106.0,65.0,65.0,0.0,0.0,20.0,64.0,0.0
106.0,65.0,65.0,0.0,0.0,20.0,64.0,0.0
106.0,65.0,65.0,0.0,0.0,20.0,64.0,0.0
106.0,65.0,65.0,0.0,0.0,20.0,64.0,0.0
67.0,104.0,44.0,28.0,0.0,20.0,67.0,150.0
67.0,104.0,44.0,28.0,0.0,20.0,67.0,150.0
67.0,104.0,44.0,28.0,0.0,20.0,67.0,150.0
67.0,104.0,44.0,28.0,0.0,20.0,67.0,150.0
67.0,104.0,44.0,28.0,0.0,20.0,67.0,150.0
67.0,104.0,44.0,28.0,0.0,20.0,67.0,150.0
67.0,104.0,44.0,28.0,0.0,20.0,67.0,150.0
74.0,43.0,0.0,33.0,0.0,0.0,0.0,127.0
74.0,43.0,0.0,33.0,0.0,0.0,0.0,127.0
74.0,43.0,0.0,33.0,0.0,0.0,0.0,127.0
74.0,43.0,0.0,33.0,0.0,0.0,0.0,127.0
58.0,86.0,0.0,0.0,27.0,0.0,59.0,101.0
58.0,86.0,0.0,0.0,27.0,0.0,59.0,101.0
58.0,86.0,0.0,0.0,27.0,0.0,59.0,101.0
58.0,86.0,0.0,0.0,27.0,0.0,59.0,101.0
58.0,86.0,0.0,0.0,27.0,0.0,59.0,101.0
113.0,93.0,33.0,0.0,0.0,14.0,64.0,0.0
113.0,93.0,33.0,0.0,0.0,14.0,64.0,0.0
113.0,93.0,33.0,0.0,0.0,14.0,64.0,0.0
113.0,93.0,33.0,0.0,0.0,14.0,64.0,0.0
113.0,93.0,33.0,0.0,0.0,14.0,64.0,0.0
49.0,0.0,29.0,0.0,0.0,0.0,74.0,81.0
49.0,0.0,29.0,0.0,0.0,0.0,74.0,81.0
49.0,0.0,29.0,0.0,0.0,0.0,74.0,81.0
49.0,0.0,29.0,0.0,0.0,0.0,74.0,81.0
49.0,0.0,29.0,0.0,0.0,0.0,74.0,81.0
95.0,79.0,59.0,0.0,0.0,0.0,68.0,0.0
95.0,79.0,59.0,0.0,0.0,0.0,68.0,0.0
95.0,79.0,59.0,0.0,0.0,0.0,68.0,0.0
95.0,79.0,59.0,0.0,0.0,0.0,68.0,0.0
70.0,60.0,40.0,4.0,11.0,0.0,30.0,0.0
70.0,60.0,40.0,4.0,11.0,0.0,30.0,0.0
70.0,60.0,40.0,4.0,11.0,0.0,30.0,0.0
70.0,60.0,40.0,4.0,11.0,0.0,30.0,0.0
70.0,60.0,40.0,4.0,11.0,0.0,30.0,0.0
70.0,60.0,40.0,4.0,11.0,0.0,30.0,0.0
74.0,51.0,57.0,46.0,11.0,34.0,46.0,131.0
74.0,51.0,57.0,46.0,11.0,34.0,46.0,131.0
74.0,51.0,57.0,46.0,11.0,34.0,46.0,131.0
74.0,51.0,57.0,46.0,11.0,34.0,46.0,131.0
74.0,51.0,57.0,46.0,11.0,34.0,46.0,131.0
74.0,51.0,57.0,46.0,11.0,34.0,46.0,131.0
74.0,51.0,57.0,46.0,11.0,34.0,46.0,131.0
74.0,51.0,57.0,46.0,11.0,34.0,46.0,131.0
94.0,77.0,25.0,0.0,19.0,0.0,49.0,133.0
94.0,77.0,25.0,0.0,19.0,0.0,49.0,133.0
94.0,77.0,25.0,0.0,19.0,0.0,49.0,133.0
94.0,77.0,25.0,0.0,19.0,0.0,49.0,133.0
94.0,77.0,25.0,0.0,19.0,0.0,49.0,133.0
94.0,77.0,25.0,0.0,19.0,0.0,49.0,133.0
62.0,76.0,58.0,0.0,0.0,13.0,87.0,88.0
62.0,76.0,58.0,0.0,0.0,13.0,87.0,88.0
62.0,76.0,58.0,0.0,0.0,13.0,87.0,88.0
62.0,76.0,58.0,0.0,0.0,13.0,87.0,88.0
62.0,76.0,58.0,0.0,0.0,13.0,87.0,88.0
62.0,76.0,58.0,0.0,0.0,13.0,87.0,88.0
100.0,72.0,0.0,0.0,0.0,0.0,40.0,147.0
100.0,72.0,0.0,0.0,0.0,0.0,40.0,147.0
100.0,72.0,0.0,0.0,0.0,0.0,40.0,147.0
100.0,72.0,0.0,0.0,0.0,0.0,40.0,147.0
46.0,50.0,88.0,54.0,0.0,8.0,54.0,178.0
46.0,50.0,88.0,54.0,0.0,8.0,54.0,178.0
46.0,50.0,88.0,54.0,0.0,8.0,54.0,178.0
46.0,50.0,88.0,54.0,0.0,8.0,54.0,178.0
46.0,50.0,88.0,54.0,0.0,8.0,54.0,178.0
46.0,50.0,88.0,54.0,0.0,8.0,54.0,178.0
46.0,50.0,88.0,54.0,0.0,8.0,54.0,178.0
99.0,66.0,33.0,0.0,19.0,0.0,69.0,0.0
99.0,66.0,33.0,0.0,19.0,0.0,69.0,0.0
99.0,66.0,33.0,0.0,19.0,0.0,69.0,0.0
99.0,66.0,33.0,0.0,19.0,0.0,69.0,0.0
99.0,66.0,33.0,0.0,19.0,0.0,69.0,0.0
0.0,34.0,69.0,0.0,7.0,0.0,55.0,105.0
0.0,34.0,69.0,0.0,7.0,0.0,55.0,105.0
0.0,34.0,69.0,0.0,7.0,0.0,55.0,105.0
0.0,34.0,69.0,0.0,7.0,0.0,55.0,105.0
0.0,34.0,69.0,0.0,7.0,0.0,55.0,105.0
96.0,78.0,13.0,0.0,0.0,0.0,75.0,136.0
96.0,78.0,13.0,0.0,0.0,0.0,75.0,136.0
96.0,78.0,13.0,0.0,0.0,0.0,75.0,136.0
96.0,78.0,13.0,0.0,0.0,0.0,75.0,136.0
96.0,78.0,13.0,0.0,0.0,0.0,75.0,136.0
58.0,106.0,0.0,0.0,0.0,0.0,60.0,122.0
58.0,106.0,0.0,0.0,0.0,0.0,60.0,122.0
58.0,106.0,0.0,0.0,0.0,0.0,60.0,122.0
58.0,106.0,0.0,0.0,0.0,0.0,60.0,122.0
58.0,74.0,76.0,29.0,0.0,0.0,46.0,152.0
58.0,74.0,76.0,29.0,0.0,0.0,46.0,152.0
58.0,74.0,76.0,29.0,0.0,0.0,46.0,152.0
58.0,74.0,76.0,29.0,0.0,0.0,46.0,152.0
58.0,74.0,76.0,29.0,0.0,0.0,46.0,152.0
58.0,74.0,76.0,29.0,0.0,0.0,46.0,152.0
50.0,111.0,70.0,12.0,0.0,46.0,64.0,126.0
50.0,111.0,70.0,12.0,0.0,46.0,64.0,126.0
50.0,111.0,70.0,12.0,0.0,46.0,64.0,126.0
50.0,111.0,70.0,12.0,0.0,46.0,64.0,126.0
50.0,111.0,70.0,12.0,0.0,46.0,64.0,126.0
50.0,111.0,70.0,12.0,0.0,46.0,64.0,126.0
50.0,111.0,70.0,12.0,0.0,46.0,64.0,126.0
65.0,130.0,0.0,4095.0,0.0,12.0,113.0,128.0
65.0,130.0,0.0,4095.0,0.0,12.0,113.0,128.0
65.0,130.0,0.0,4095.0,0.0,12.0,113.0,128.0
65.0,130.0,0.0,4095.0,0.0,12.0,113.0,128.0
65.0,130.0,0.0,4095.0,0.0,12.0,113.0,128.0
65.0,130.0,0.0,4095.0,0.0,12.0,113.0,128.0
77.0,85.0,50.0,13.0,12.0,0.0,77.0,118.0
77.0,85.0,50.0,13.0,12.0,0.0,77.0,118.0
77.0,85.0,50.0,13.0,12.0,0.0,77.0,118.0
77.0,85.0,50.0,13.0,12.0,0.0,77.0,118.0
77.0,85.0,50.0,13.0,12.0,0.0,77.0,118.0
77.0,85.0,50.0,13.0,12.0,0.0,77.0,118.0
77.0,85.0,50.0,13.0,12.0,0.0,77.0,118.0
41.0,77.0,47.0,0.0,0.0,13.0,34.0,115.0
41.0,77.0,47.0,0.0,0.0,13.0,34.0,115.0
41.0,77.0,47.0,0.0,0.0,13.0,34.0,115.0
41.0,77.0,47.0,0.0,0.0,13.0,34.0,115.0
41.0,77.0,47.0,0.0,0.0,13.0,34.0,115.0
41.0,77.0,47.0,0.0,0.0,13.0,34.0,115.0
96.0,109.0,61.0,0.0,0.0,39.0,68.0,136.0
96.0,109.0,61.0,0.0,0.0,39.0,68.0,136.0
96.0,109.0,61.0,0.0,0.0,39.0,68.0,136.0
96.0,109.0,61.0,0.0,0.0,39.0,68.0,136.0
96.0,109.0,61.0,0.0,0.0,39.0,68.0,136.0
96.0,109.0,61.0,0.0,0.0,39.0,68.0,136.0
83.0,0.0,38.0,0.0,0.0,1.0,36.0,119.0
83.0,0.0,38.0,0.0,0.0,1.0,36.0,119.0
83.0,0.0,38.0,0.0,0.0,1.0,36.0,119.0
83.0,0.0,38.0,0.0,0.0,1.0,36.0,119.0
83.0,0.0,38.0,0.0,0.0,1.0,36.0,119.0
43.0,90.0,79.0,15.0,0.0,33.0,55.0,128.0
43.0,90.0,79.0,15.0,0.0,33.0,55.0,128.0
43.0,90.0,79.0,15.0,0.0,33.0,55.0,128.0
43.0,90.0,79.0,15.0,0.0,33.0,55.0,128.0
43.0,90.0,79.0,15.0,0.0,33.0,55.0,128.0
43.0,90.0,79.0,15.0,0.0,33.0,55.0,128.0
43.0,90.0,79.0,15.0,0.0,33.0,55.0,128.0
83.0,55.0,37.0,0.0,0.0,0.0,59.0,126.0
83.0,55.0,37.0,0.0,0.0,0.0,59.0,126.0
83.0,55.0,37.0,0.0,0.0,0.0,59.0,126.0
83.0,55.0,37.0,0.0,0.0,0.0,59.0,126.0
83.0,55.0,37.0,0.0,0.0,0.0,59.0,126.0
102.0,68.0,43.0,0.0,0.0,0.0,49.0,147.0
102.0,68.0,43.0,0.0,0.0,0.0,49.0,147.0
102.0,68.0,43.0,0.0,0.0,0.0,49.0,147.0
102.0,68.0,43.0,0.0,0.0,0.0,49.0,147.0
102.0,68.0,43.0,0.0,0.0,0.0,49.0,147.0
59.0,64.0,35.0,34.0,0.0,17.0,35.0,134.0
59.0,64.0,35.0,34.0,0.0,17.0,35.0,134.0
59.0,64.0,35.0,34.0,0.0,17.0,35.0,134.0
59.0,64.0,35.0,34.0,0.0,17.0,35.0,134.0
59.0,64.0,35.0,34.0,0.0,17.0,35.0,134.0
59.0,64.0,35.0,34.0,0.0,17.0,35.0,134.0
59.0,64.0,35.0,34.0,0.0,17.0,35.0,134.0
63.0,110.0,50.0,0.0,23.0,0.0,59.0,155.0
63.0,110.0,50.0,0.0,23.0,0.0,59.0,155.0
63.0,110.0,50.0,0.0,23.0,0.0,59.0,155.0
63.0,110.0,50.0,0.0,23.0,0.0,59.0,155.0
63.0,110.0,50.0,0.0,23.0,0.0,59.0,155.0
63.0,110.0,50.0,0.0,23.0,0.0,59.0,155.0
65.0,120.0,38.0,0.0,0.0,41.0,50.0,136.0
65.0,120.0,38.0,0.0,0.0,41.0,50.0,136.0
65.0,120.0,38.0,0.0,0.0,41.0,50.0,136.0
65.0,120.0,38.0,0.0,0.0,41.0,50.0,136.0
65.0,120.0,38.0,0.0,0.0,41.0,50.0,136.0
65.0,120.0,38.0,0.0,0.0,41.0,50.0,136.0
4095.0,0.0,0.0,4095.0,0.0,0.0,0.0,0.0
4095.0,0.0,0.0,4095.0,0.0,0.0,0.0,0.0
104.0,110.0,49.0,0.0,0.0,34.0,100.0,0.0
104.0,110.0,49.0,0.0,0.0,34.0,100.0,0.0
104.0,110.0,49.0,0.0,0.0,34.0,100.0,0.0
104.0,110.0,49.0,0.0,0.0,34.0,100.0,0.0
104.0,110.0,49.0,0.0,0.0,34.0,100.0,0.0
109.0,80.0,56.0,0.0,0.0,28.0,93.0,85.0
109.0,80.0,56.0,0.0,0.0,28.0,93.0,85.0
109.0,80.0,56.0,0.0,0.0,28.0,93.0,85.0
109.0,80.0,56.0,0.0,0.0,28.0,93.0,85.0
109.0,80.0,56.0,0.0,0.0,28.0,93.0,85.0
109.0,80.0,56.0,0.0,0.0,28.0,93.0,85.0
0.0,74.0,43.0,23.0,0.0,12.0,29.0,0.0
0.0,74.0,43.0,23.0,0.0,12.0,29.0,0.0
0.0,74.0,43.0,23.0,0.0,12.0,29.0,0.0
0.0,74.0,43.0,23.0,0.0,12.0,29.0,0.0
0.0,74.0,43.0,23.0,0.0,12.0,29.0,0.0
75.0,113.0,57.0,0.0,0.0,25.0,110.0,0.0
75.0,113.0,57.0,0.0,0.0,25.0,110.0,0.0
75.0,113.0,57.0,0.0,0.0,25.0,110.0,0.0
75.0,113.0,57.0,0.0,0.0,25.0,110.0,0.0
75.0,113.0,57.0,0.0,0.0,25.0,110.0,0.0
65.0,55.0,0.0,12.0,0.0,22.0,0.0,105.0
65.0,55.0,0.0,12.0,0.0,22.0,0.0,105.0
65.0,55.0,0.0,12.0,0.0,22.0,0.0,105.0
65.0,55.0,0.0,12.0,0.0,22.0,0.0,105.0
65.0,55.0,0.0,12.0,0.0,22.0,0.0,105.0
75.0,80.0,53.0,34.0,19.0,0.0,72.0,0.0
75.0,80.0,53.0,34.0,19.0,0.0,72.0,0.0
75.0,80.0,53.0,34.0,19.0,0.0,72.0,0.0
75.0,80.0,53.0,34.0,19.0,0.0,72.0,0.0
75.0,80.0,53.0,34.0,19.0,0.0,72.0,0.0
75.0,80.0,53.0,34.0,19.0,0.0,72.0,0.0
41.0,125.0,29.0,0.0,0.0,0.0,72.0,0.0
41.0,125.0,29.0,0.0,0.0,0.0,72.0,0.0
41.0,125.0,29.0,0.0,0.0,0.0,72.0,0.0
41.0,125.0,29.0,0.0,0.0,0.0,72.0,0.0
89.0,53.0,57.0,0.0,0.0,0.0,50.0,158.0
89.0,53.0,57.0,0.0,0.0,0.0,50.0,158.0
89.0,53.0,57.0,0.0,0.0,0.0,50.0,158.0
89.0,53.0,57.0,0.0,0.0,0.0,50.0,158.0
89.0,53.0,57.0,0.0,0.0,0.0,50.0,158.0
78.0,90.0,53.0,0.0,0.0,0.0,71.0,159.0
78.0,90.0,53.0,0.0,0.0,0.0,71.0,159.0
78.0,90.0,53.0,0.0,0.0,0.0,71.0,159.0
78.0,90.0,53.0,0.0,0.0,0.0,71.0,159.0
78.0,90.0,53.0,0.0,0.0,0.0,71.0,159.0
40.0,106.0,53.0,0.0,0.0,0.0,69.0,128.0
40.0,106.0,53.0,0.0,0.0,0.0,69.0,128.0
40.0,106.0,53.0,0.0,0.0,0.0,69.0,128.0
40.0,106.0,53.0,0.0,0.0,0.0,69.0,128.0
40.0,106.0,53.0,0.0,0.0,0.0,69.0,128.0
82.0,105.0,0.0,0.0,20.0,0.0,95.0,87.0
82.0,105.0,0.0,0.0,20.0,0.0,95.0,87.0
82.0,105.0,0.0,0.0,20.0,0.0,95.0,87.0
82.0,105.0,0.0,0.0,20.0,0.0,95.0,87.0
82.0,105.0,0.0,0.0,20.0,0.0,95.0,87.0
76.0,64.0,44.0,0.0,0.0,22.0,52.0,126.0
