11.29297581	21.1240824	72.26471838	124.0218065	122.0201311	64.14581691	16.2763174	13.99254412
12.72838623	21.11244547	79.54600376	131.5815024	117.3785264	69.91476	25.57259117	16.05983282
14.90073552	22.48198544	80.71958491	131.4261157	83.38105592	72.70457	45.68431809	21.77961981
13.91967741	21.73412056	79.32256995	130.3184555	59.79793805	68.25418772	57.91088523	34.41007289
15.19889935	22.60680946	78.83949038	133.50961	38.76776569	57.87962761	68.21246496	58.75920957
14.18299194	22.17556098	79.83804919	133.8214499	25.44580951	47.01883015	76.54031315	82.65837757
14.07352823	35.34139721	79.9854769	94.43832841	119.6106818	67.77307653	16.78111395	15.10178115
17.24117008	37.30424708	83.19348293	110.5383547	115.5200239	72.0898674	29.1677447	19.35963
16.31147036	35.29338822	82.05306	112.9518543	87.62989755	73.87792282	47.34306502	22.47601718
16.03848116	34.01026	83.40569607	115.1593368	59.33995178	69.29931188	60.2936071	35.0071131
16.26162824	34.57177	84.66396149	120.2244231	37.991057	59.80093646	72.22440198	61.41115699
16.24001826	35.23509039	81.29901433	116.2726801	24.69459568	46.92417597	76.93475458	86.86709451
21.58809321	50.30507288	77.50467541	70.24820212	124.5381401	66.56233461	16.40145393	14.05164504
24.83683185	51.29369341	80.77169174	81.83289732	111.2204723	75.35010342	30.49430838	18.61706257
24.15790564	51.23573381	78.95949458	85.72597307	85.32317	75.51129269	48.66836765	21.87917844
23.79765255	52.08822546	82.94026015	84.89311152	61.88536818	71.34988406	62.73406112	34.15002346
22.89367479	51.15416647	82.30503399	89.08464751	38.69751995	60.55250288	71.49473573	59.69580112
25.93297346	53.60940843	80.19056846	88.97144	24.89826918	48.95375442	79.63857612	87.70923314
42.00122	60.88993921	66.73187669	51.28608143	126.1565468	66.79736934	15.70220854	15.57141773
40.85294	60.87695166	66.62884584	53.57554	105.3575508	71.12685611	29.72972728	16.56866459
40.74170409	60.2025395	69.59983431	59.91206477	82.39264676	75.49066216	48.01778822	20.27903379
39.745	62.54419707	70.59536386	56.29930887	56.53099	70.32503667	61.24403046	34.01408353
39.68663932	62.43782388	72.89629774	61.13034896	35.34780936	59.72071612	72.90240938	59.79590492
41.65406575	63.37616226	73.27995214	62.2906219	24.42039433	45.52986226	81.24100156	88.28674
64.33518593	64.27479813	51.96568239	34.17804039	117.6615549	66.29195	17.16530513	15.13859623
65.74649901	71.08343796	54.55693	35.6432	107.5973376	72.25637952	29.73531538	18.0617876
68.10762469	70.59442707	57.83708642	37.93622973	82.19475076	75.76580838	50.23671616	21.89186298
63.05395448	72.7884508	60.37290465	36.61043871	56.72306296	70.11339952	62.46617132	37.18025748
63.4029341	71.64585779	58.35712372	36.07114763	33.63093658	59.15777443	71.21827804	59.10362124
66.38456935	71.61634711	60.08902553	39.29010444	22.57101554	45.41850041	79.31253	87.62107599
90.05625025	69.25129984	37.61213602	25.43008126	121.420638	68.91485	17.85884942	16.93148358
89.7004	70.34047894	39.05021532	26.47230473	102.7232578	72.29079213	31.73089327	18.75666
90.41649564	75.4647555	43.14549747	27.85421118	81.48904248	76.80695	49.48823	22.09042135
92.42277178	76.46892	41.7750211	25.68884803	56.81338783	70.71356023	61.65329241	36.23975865
87.99692366	73.98834	41.35680661	25.93224659	33.94705002	56.61615994	68.68407	58.29260326
89.99717271	75.25842652	44.07899025	25.66942244	21.35579992	44.6296833	76.45260365	90.12139603
110.5503394	67.10286981	21.3085572	23.03860599	127.6161018	64.06916184	16.05211587	15.14842819
106.3954943	67.35000671	26.18072761	25.86011228	102.626014	68.28637868	29.5031127	18.6391023
107.2429446	72.75157641	25.66560877	27.25720893	79.93042054	74.26886903	45.60814235	23.25185845
105.7775	71.23099471	23.08768198	22.36292055	51.28522561	65.79598572	58.10543023	35.97653287
105.1534059	69.53210072	24.66426316	21.61446571	31.61923336	53.47399776	64.37201533	56.49429586
109.2694305	72.98121626	27.41400386	22.9928171	22.32068747	41.29108	72.03046838	89.50327926
