C1,C2,C3,C4,L1,L2,L3,L4
136.0,66.0,26.0,1.097070810032871e-120,3.0,6.94288207439247e-310,27.0,54.0
136.0,66.0,26.0,1.097070810032871e-120,3.0,6.94288207439247e-310,27.0,54.0
136.0,66.0,26.0,1.097070810032871e-120,3.0,6.94288207439247e-310,27.0,54.0
136.0,66.0,26.0,1.097070810032871e-120,3.0,6.94288207439247e-310,27.0,54.0
136.0,66.0,26.0,1.097070810032871e-120,3.0,6.94288207439247e-310,27.0,54.0
136.0,66.0,26.0,1.097070810032871e-120,3.0,6.94288207439247e-310,27.0,54.0
89.0,85.0,51.0,19.0,45.0,56.0,84.0,51.0
89.0,85.0,51.0,19.0,45.0,56.0,84.0,51.0
89.0,85.0,51.0,19.0,45.0,56.0,84.0,51.0
89.0,85.0,51.0,19.0,45.0,56.0,84.0,51.0
89.0,85.0,51.0,19.0,45.0,56.0,84.0,51.0
89.0,85.0,51.0,19.0,45.0,56.0,84.0,51.0
89.0,85.0,51.0,19.0,45.0,56.0,84.0,51.0
89.0,85.0,51.0,19.0,45.0,56.0,84.0,51.0
108.0,57.0,12.0,32.0,57.0,41.0,57.0,43.0
108.0,57.0,12.0,32.0,57.0,41.0,57.0,43.0
108.0,57.0,12.0,32.0,57.0,41.0,57.0,43.0
108.0,57.0,12.0,32.0,57.0,41.0,57.0,43.0
108.0,57.0,12.0,32.0,57.0,41.0,57.0,43.0
108.0,57.0,12.0,32.0,57.0,41.0,57.0,43.0
108.0,57.0,12.0,32.0,57.0,41.0,57.0,43.0
108.0,57.0,12.0,32.0,57.0,41.0,57.0,43.0
133.0,65.0,37.0,11.0,35.0,41.0,82.0,68.0
133.0,65.0,37.0,11.0,35.0,41.0,82.0,68.0
133.0,65.0,37.0,11.0,35.0,41.0,82.0,68.0
133.0,65.0,37.0,11.0,35.0,41.0,82.0,68.0
133.0,65.0,37.0,11.0,35.0,41.0,82.0,68.0
133.0,65.0,37.0,11.0,35.0,41.0,82.0,68.0
133.0,65.0,37.0,11.0,35.0,41.0,82.0,68.0
133.0,65.0,37.0,11.0,35.0,41.0,82.0,68.0
108.0,78.0,38.0,4.0,5.0,71.0,52.0,68.0
108.0,78.0,38.0,4.0,5.0,71.0,52.0,68.0
108.0,78.0,38.0,4.0,5.0,71.0,52.0,68.0
108.0,78.0,38.0,4.0,5.0,71.0,52.0,68.0
108.0,78.0,38.0,4.0,5.0,71.0,52.0,68.0
108.0,78.0,38.0,4.0,5.0,71.0,52.0,68.0
108.0,78.0,38.0,4.0,5.0,71.0,52.0,68.0
108.0,78.0,38.0,4.0,5.0,71.0,52.0,68.0
90.0,74.0,43.0,42.0,48.0,68.0,84.0,39.0
90.0,74.0,43.0,42.0,48.0,68.0,84.0,39.0
90.0,74.0,43.0,42.0,48.0,68.0,84.0,39.0
90.0,74.0,43.0,42.0,48.0,68.0,84.0,39.0
90.0,74.0,43.0,42.0,48.0,68.0,84.0,39.0
90.0,74.0,43.0,42.0,48.0,68.0,84.0,39.0
90.0,74.0,43.0,42.0,48.0,68.0,84.0,39.0
