C1,C2,C3,C4,L1,L2,L3,L4
42.0,21.0,65.0,105.0,30.0,6.94288207439247e-310,78.0,4.67703575471197e-310
42.0,21.0,65.0,105.0,30.0,6.94288207439247e-310,78.0,4.67703575471197e-310
42.0,21.0,65.0,105.0,30.0,6.94288207439247e-310,78.0,4.67703575471197e-310
42.0,21.0,65.0,105.0,30.0,6.94288207439247e-310,78.0,4.67703575471197e-310
42.0,21.0,65.0,105.0,30.0,6.94288207439247e-310,78.0,4.67703575471197e-310
42.0,21.0,65.0,105.0,30.0,6.94288207439247e-310,78.0,4.67703575471197e-310
41.0,18.0,43.0,111.0,32.0,11.0,74.0,94.0
41.0,18.0,43.0,111.0,32.0,11.0,74.0,94.0
41.0,18.0,43.0,111.0,32.0,11.0,74.0,94.0
41.0,18.0,43.0,111.0,32.0,11.0,74.0,94.0
41.0,18.0,43.0,111.0,32.0,11.0,74.0,94.0
41.0,18.0,43.0,111.0,32.0,11.0,74.0,94.0
41.0,18.0,43.0,111.0,32.0,11.0,74.0,94.0
41.0,18.0,43.0,111.0,32.0,11.0,74.0,94.0
34.0,26.0,70.0,123.0,42.0,29.0,73.0,109.0
34.0,26.0,70.0,123.0,42.0,29.0,73.0,109.0
34.0,26.0,70.0,123.0,42.0,29.0,73.0,109.0
34.0,26.0,70.0,123.0,42.0,29.0,73.0,109.0
34.0,26.0,70.0,123.0,42.0,29.0,73.0,109.0
34.0,26.0,70.0,123.0,42.0,29.0,73.0,109.0
34.0,26.0,70.0,123.0,42.0,29.0,73.0,109.0
34.0,26.0,70.0,123.0,42.0,29.0,73.0,109.0
39.0,59.0,41.0,100.0,17.0,20.0,67.0,130.0
39.0,59.0,41.0,100.0,17.0,20.0,67.0,130.0
39.0,59.0,41.0,100.0,17.0,20.0,67.0,130.0
39.0,59.0,41.0,100.0,17.0,20.0,67.0,130.0
39.0,59.0,41.0,100.0,17.0,20.0,67.0,130.0
39.0,59.0,41.0,100.0,17.0,20.0,67.0,130.0
39.0,59.0,41.0,100.0,17.0,20.0,67.0,130.0
39.0,59.0,41.0,100.0,17.0,20.0,67.0,130.0
17.0,23.0,68.0,108.0,21.0,20.0,69.0,106.0
17.0,23.0,68.0,108.0,21.0,20.0,69.0,106.0
17.0,23.0,68.0,108.0,21.0,20.0,69.0,106.0
17.0,23.0,68.0,108.0,21.0,20.0,69.0,106.0
17.0,23.0,68.0,108.0,21.0,20.0,69.0,106.0
17.0,23.0,68.0,108.0,21.0,20.0,69.0,106.0
17.0,23.0,68.0,108.0,21.0,20.0,69.0,106.0
17.0,23.0,68.0,108.0,21.0,20.0,69.0,106.0
13.0,14.0,81.0,100.0,13.0,9.0,56.0,129.0
13.0,14.0,81.0,100.0,13.0,9.0,56.0,129.0
13.0,14.0,81.0,100.0,13.0,9.0,56.0,129.0
13.0,14.0,81.0,100.0,13.0,9.0,56.0,129.0
13.0,14.0,81.0,100.0,13.0,9.0,56.0,129.0
13.0,14.0,81.0,100.0,13.0,9.0,56.0,129.0
13.0,14.0,81.0,100.0,13.0,9.0,56.0,129.0
13.0,14.0,81.0,100.0,13.0,9.0,56.0,129.0
20.0,16.0,26.0,133.0,31.0,26.0,46.0,98.0
20.0,16.0,26.0,133.0,31.0,26.0,46.0,98.0
20.0,16.0,26.0,133.0,31.0,26.0,46.0,98.0
20.0,16.0,26.0,133.0,31.0,26.0,46.0,98.0
20.0,16.0,26.0,133.0,31.0,26.0,46.0,98.0
20.0,16.0,26.0,133.0,31.0,26.0,46.0,98.0
20.0,16.0,26.0,133.0,31.0,26.0,46.0,98.0
20.0,16.0,26.0,133.0,31.0,26.0,46.0,98.0
32.0,14.0,61.0,138.0,22.0,14.0,70.0,138.0
32.0,14.0,61.0,138.0,22.0,14.0,70.0,138.0
32.0,14.0,61.0,138.0,22.0,14.0,70.0,138.0
32.0,14.0,61.0,138.0,22.0,14.0,70.0,138.0
32.0,14.0,61.0,138.0,22.0,14.0,70.0,138.0
32.0,14.0,61.0,138.0,22.0,14.0,70.0,138.0
32.0,14.0,61.0,138.0,22.0,14.0,70.0,138.0
32.0,14.0,61.0,138.0,22.0,14.0,70.0,138.0
23.0,21.0,79.0,90.0,12.0,11.0,49.0,141.0
23.0,21.0,79.0,90.0,12.0,11.0,49.0,141.0
