C1,C2,C3,C4,L1,L2,L3,L4
90.0,70.0,24.0,18.0,17.0,41.0,52.0,84.0
90.0,70.0,24.0,18.0,17.0,41.0,52.0,84.0
90.0,70.0,24.0,18.0,17.0,41.0,52.0,84.0
90.0,70.0,24.0,18.0,17.0,41.0,52.0,84.0
90.0,70.0,24.0,18.0,17.0,41.0,52.0,84.0
90.0,70.0,24.0,18.0,17.0,41.0,52.0,84.0
90.0,70.0,24.0,18.0,17.0,41.0,52.0,84.0
90.0,70.0,24.0,18.0,17.0,41.0,52.0,84.0
113.0,116.0,27.0,10.0,13.0,48.0,47.0,147.0
113.0,116.0,27.0,10.0,13.0,48.0,47.0,147.0
113.0,116.0,27.0,10.0,13.0,48.0,47.0,147.0
113.0,116.0,27.0,10.0,13.0,48.0,47.0,147.0
113.0,116.0,27.0,10.0,13.0,48.0,47.0,147.0
113.0,116.0,27.0,10.0,13.0,48.0,47.0,147.0
113.0,116.0,27.0,10.0,13.0,48.0,47.0,147.0
113.0,116.0,27.0,10.0,13.0,48.0,47.0,147.0
123.0,76.0,38.0,23.0,24.0,44.0,100.0,82.0
123.0,76.0,38.0,23.0,24.0,44.0,100.0,82.0
123.0,76.0,38.0,23.0,24.0,44.0,100.0,82.0
123.0,76.0,38.0,23.0,24.0,44.0,100.0,82.0
123.0,76.0,38.0,23.0,24.0,44.0,100.0,82.0
123.0,76.0,38.0,23.0,24.0,44.0,100.0,82.0
123.0,76.0,38.0,23.0,24.0,44.0,100.0,82.0
123.0,76.0,38.0,23.0,24.0,44.0,100.0,82.0
100.0,55.0,63.0,17.0,49.0,56.0,75.0,50.0
100.0,55.0,63.0,17.0,49.0,56.0,75.0,50.0
100.0,55.0,63.0,17.0,49.0,56.0,75.0,50.0
100.0,55.0,63.0,17.0,49.0,56.0,75.0,50.0
100.0,55.0,63.0,17.0,49.0,56.0,75.0,50.0
100.0,55.0,63.0,17.0,49.0,56.0,75.0,50.0
100.0,55.0,63.0,17.0,49.0,56.0,75.0,50.0
100.0,55.0,63.0,17.0,49.0,56.0,75.0,50.0
92.0,96.0,61.0,29.0,21.0,88.0,71.0,89.0
92.0,96.0,61.0,29.0,21.0,88.0,71.0,89.0
92.0,96.0,61.0,29.0,21.0,88.0,71.0,89.0
92.0,96.0,61.0,29.0,21.0,88.0,71.0,89.0
92.0,96.0,61.0,29.0,21.0,88.0,71.0,89.0
92.0,96.0,61.0,29.0,21.0,88.0,71.0,89.0
92.0,96.0,61.0,29.0,21.0,88.0,71.0,89.0
92.0,96.0,61.0,29.0,21.0,88.0,71.0,89.0
106.0,66.0,38.0,12.0,8.0,28.0,64.0,109.0
106.0,66.0,38.0,12.0,8.0,28.0,64.0,109.0
106.0,66.0,38.0,12.0,8.0,28.0,64.0,109.0
106.0,66.0,38.0,12.0,8.0,28.0,64.0,109.0
106.0,66.0,38.0,12.0,8.0,28.0,64.0,109.0
106.0,66.0,38.0,12.0,8.0,28.0,64.0,109.0
106.0,66.0,38.0,12.0,8.0,28.0,64.0,109.0
106.0,66.0,38.0,12.0,8.0,28.0,64.0,109.0
125.0,74.0,48.0,4.0,20.0,31.0,73.0,117.0
125.0,74.0,48.0,4.0,20.0,31.0,73.0,117.0
125.0,74.0,48.0,4.0,20.0,31.0,73.0,117.0
125.0,74.0,48.0,4.0,20.0,31.0,73.0,117.0
125.0,74.0,48.0,4.0,20.0,31.0,73.0,117.0
125.0,74.0,48.0,4.0,20.0,31.0,73.0,117.0
125.0,74.0,48.0,4.0,20.0,31.0,73.0,117.0
125.0,74.0,48.0,4.0,20.0,31.0,73.0,117.0
117.0,69.0,24.0,30.0,23.0,38.0,85.0,80.0
117.0,69.0,24.0,30.0,23.0,38.0,85.0,80.0
117.0,69.0,24.0,30.0,23.0,38.0,85.0,80.0
117.0,69.0,24.0,30.0,23.0,38.0,85.0,80.0
117.0,69.0,24.0,30.0,23.0,38.0,85.0,80.0
117.0,69.0,24.0,30.0,23.0,38.0,85.0,80.0
