C1,C2,C3,C4,L1,L2,L3,L4
177.0,59.0,4.6770440385417e-310,1.097070810032871e-120,14.0,13.0,6.94288207424716e-310,107.0
177.0,59.0,4.6770440385417e-310,1.097070810032871e-120,14.0,13.0,6.94288207424716e-310,107.0
177.0,59.0,4.6770440385417e-310,1.097070810032871e-120,14.0,13.0,6.94288207424716e-310,107.0
177.0,59.0,4.6770440385417e-310,1.097070810032871e-120,14.0,13.0,6.94288207424716e-310,107.0
177.0,59.0,4.6770440385417e-310,1.097070810032871e-120,14.0,13.0,6.94288207424716e-310,107.0
143.0,79.0,8.0,19.0,10.0,60.0,77.0,87.0
143.0,79.0,8.0,19.0,10.0,60.0,77.0,87.0
143.0,79.0,8.0,19.0,10.0,60.0,77.0,87.0
143.0,79.0,8.0,19.0,10.0,60.0,77.0,87.0
143.0,79.0,8.0,19.0,10.0,60.0,77.0,87.0
143.0,79.0,8.0,19.0,10.0,60.0,77.0,87.0
143.0,79.0,8.0,19.0,10.0,60.0,77.0,87.0
143.0,79.0,8.0,19.0,10.0,60.0,77.0,87.0
147.0,97.0,18.0,16.0,33.0,76.0,107.0,48.0
147.0,97.0,18.0,16.0,33.0,76.0,107.0,48.0
147.0,97.0,18.0,16.0,33.0,76.0,107.0,48.0
147.0,97.0,18.0,16.0,33.0,76.0,107.0,48.0
147.0,97.0,18.0,16.0,33.0,76.0,107.0,48.0
147.0,97.0,18.0,16.0,33.0,76.0,107.0,48.0
147.0,97.0,18.0,16.0,33.0,76.0,107.0,48.0
147.0,97.0,18.0,16.0,33.0,76.0,107.0,48.0
118.0,84.0,17.0,12.0,15.0,40.0,66.0,98.0
118.0,84.0,17.0,12.0,15.0,40.0,66.0,98.0
118.0,84.0,17.0,12.0,15.0,40.0,66.0,98.0
118.0,84.0,17.0,12.0,15.0,40.0,66.0,98.0
118.0,84.0,17.0,12.0,15.0,40.0,66.0,98.0
118.0,84.0,17.0,12.0,15.0,40.0,66.0,98.0
118.0,84.0,17.0,12.0,15.0,40.0,66.0,98.0
118.0,84.0,17.0,12.0,15.0,40.0,66.0,98.0
92.0,113.0,28.0,24.0,40.0,61.0,90.0,55.0
92.0,113.0,28.0,24.0,40.0,61.0,90.0,55.0
92.0,113.0,28.0,24.0,40.0,61.0,90.0,55.0
92.0,113.0,28.0,24.0,40.0,61.0,90.0,55.0
92.0,113.0,28.0,24.0,40.0,61.0,90.0,55.0
92.0,113.0,28.0,24.0,40.0,61.0,90.0,55.0
92.0,113.0,28.0,24.0,40.0,61.0,90.0,55.0
92.0,113.0,28.0,24.0,40.0,61.0,90.0,55.0
92.0,97.0,19.0,21.0,24.0,51.0,71.0,74.0
92.0,97.0,19.0,21.0,24.0,51.0,71.0,74.0
92.0,97.0,19.0,21.0,24.0,51.0,71.0,74.0
92.0,97.0,19.0,21.0,24.0,51.0,71.0,74.0
92.0,97.0,19.0,21.0,24.0,51.0,71.0,74.0
92.0,97.0,19.0,21.0,24.0,51.0,71.0,74.0
92.0,97.0,19.0,21.0,24.0,51.0,71.0,74.0
92.0,97.0,19.0,21.0,24.0,51.0,71.0,74.0
105.0,91.0,22.0,9.0,16.0,23.0,66.0,112.0
105.0,91.0,22.0,9.0,16.0,23.0,66.0,112.0
105.0,91.0,22.0,9.0,16.0,23.0,66.0,112.0
105.0,91.0,22.0,9.0,16.0,23.0,66.0,112.0
105.0,91.0,22.0,9.0,16.0,23.0,66.0,112.0
105.0,91.0,22.0,9.0,16.0,23.0,66.0,112.0
105.0,91.0,22.0,9.0,16.0,23.0,66.0,112.0
105.0,91.0,22.0,9.0,16.0,23.0,66.0,112.0
131.0,86.0,19.0,16.0,29.0,41.0,86.0,80.0
131.0,86.0,19.0,16.0,29.0,41.0,86.0,80.0
131.0,86.0,19.0,16.0,29.0,41.0,86.0,80.0
131.0,86.0,19.0,16.0,29.0,41.0,86.0,80.0
131.0,86.0,19.0,16.0,29.0,41.0,86.0,80.0
131.0,86.0,19.0,16.0,29.0,41.0,86.0,80.0
131.0,86.0,19.0,16.0,29.0,41.0,86.0,80.0
131.0,86.0,19.0,16.0,29.0,41.0,86.0,80.0
124.0,65.0,19.0,19.0,13.0,61.0,87.0,49.0
124.0,65.0,19.0,19.0,13.0,61.0,87.0,49.0
124.0,65.0,19.0,19.0,13.0,61.0,87.0,49.0
124.0,65.0,19.0,19.0,13.0,61.0,87.0,49.0
124.0,65.0,19.0,19.0,13.0,61.0,87.0,49.0
124.0,65.0,19.0,19.0,13.0,61.0,87.0,49.0
124.0,65.0,19.0,19.0,13.0,61.0,87.0,49.0
124.0,65.0,19.0,19.0,13.0,61.0,87.0,49.0
85.0,94.0,41.0,30.0,28.0,45.0,94.0,71.0
85.0,94.0,41.0,30.0,28.0,45.0,94.0,71.0
85.0,94.0,41.0,30.0,28.0,45.0,94.0,71.0
85.0,94.0,41.0,30.0,28.0,45.0,94.0,71.0
85.0,94.0,41.0,30.0,28.0,45.0,94.0,71.0
85.0,94.0,41.0,30.0,28.0,45.0,94.0,71.0
85.0,94.0,41.0,30.0,28.0,45.0,94.0,71.0
85.0,94.0,41.0,30.0,28.0,45.0,94.0,71.0
90.0,90.0,18.0,27.0,16.0,31.0,54.0,113.0
90.0,90.0,18.0,27.0,16.0,31.0,54.0,113.0
90.0,90.0,18.0,27.0,16.0,31.0,54.0,113.0
90.0,90.0,18.0,27.0,16.0,31.0,54.0,113.0
90.0,90.0,18.0,27.0,16.0,31.0,54.0,113.0
90.0,90.0,18.0,27.0,16.0,31.0,54.0,113.0
90.0,90.0,18.0,27.0,16.0,31.0,54.0,113.0
90.0,90.0,18.0,27.0,16.0,31.0,54.0,113.0
98.0,95.0,16.0,14.0,16.0,45.0,84.0,65.0
98.0,95.0,16.0,14.0,16.0,45.0,84.0,65.0
98.0,95.0,16.0,14.0,16.0,45.0,84.0,65.0
98.0,95.0,16.0,14.0,16.0,45.0,84.0,65.0
98.0,95.0,16.0,14.0,16.0,45.0,84.0,65.0
98.0,95.0,16.0,14.0,16.0,45.0,84.0,65.0
98.0,95.0,16.0,14.0,16.0,45.0,84.0,65.0
98.0,95.0,16.0,14.0,16.0,45.0,84.0,65.0
134.0,58.0,16.0,26.0,13.0,32.0,62.0,111.0
134.0,58.0,16.0,26.0,13.0,32.0,62.0,111.0
134.0,58.0,16.0,26.0,13.0,32.0,62.0,111.0
134.0,58.0,16.0,26.0,13.0,32.0,62.0,111.0
134.0,58.0,16.0,26.0,13.0,32.0,62.0,111.0
134.0,58.0,16.0,26.0,13.0,32.0,62.0,111.0
134.0,58.0,16.0,26.0,13.0,32.0,62.0,111.0
