C1,C2,C3,C4,L1,L2,L3,L4
37.0,57.0,55.0,91.0,57.0,58.0,79.0,42.0
37.0,57.0,55.0,91.0,57.0,58.0,79.0,42.0
37.0,57.0,55.0,91.0,57.0,58.0,79.0,42.0
37.0,57.0,55.0,91.0,57.0,58.0,79.0,42.0
37.0,57.0,55.0,91.0,57.0,58.0,79.0,42.0
37.0,57.0,55.0,91.0,57.0,58.0,79.0,42.0
37.0,57.0,55.0,91.0,57.0,58.0,79.0,42.0
37.0,57.0,55.0,91.0,57.0,58.0,79.0,42.0
42.0,70.0,42.0,72.0,99.0,68.0,25.0,23.0
42.0,70.0,42.0,72.0,99.0,68.0,25.0,23.0
42.0,70.0,42.0,72.0,99.0,68.0,25.0,23.0
42.0,70.0,42.0,72.0,99.0,68.0,25.0,23.0
42.0,70.0,42.0,72.0,99.0,68.0,25.0,23.0
42.0,70.0,42.0,72.0,99.0,68.0,25.0,23.0
42.0,70.0,42.0,72.0,99.0,68.0,25.0,23.0
42.0,70.0,42.0,72.0,99.0,68.0,25.0,23.0
38.0,53.0,69.0,64.0,32.0,89.0,72.0,26.0
38.0,53.0,69.0,64.0,32.0,89.0,72.0,26.0
38.0,53.0,69.0,64.0,32.0,89.0,72.0,26.0
38.0,53.0,69.0,64.0,32.0,89.0,72.0,26.0
38.0,53.0,69.0,64.0,32.0,89.0,72.0,26.0
38.0,53.0,69.0,64.0,32.0,89.0,72.0,26.0
38.0,53.0,69.0,64.0,32.0,89.0,72.0,26.0
38.0,53.0,69.0,64.0,32.0,89.0,72.0,26.0
27.0,55.0,80.0,68.0,102.0,93.0,23.0,8.0
27.0,55.0,80.0,68.0,102.0,93.0,23.0,8.0
27.0,55.0,80.0,68.0,102.0,93.0,23.0,8.0
27.0,55.0,80.0,68.0,102.0,93.0,23.0,8.0
27.0,55.0,80.0,68.0,102.0,93.0,23.0,8.0
27.0,55.0,80.0,68.0,102.0,93.0,23.0,8.0
27.0,55.0,80.0,68.0,102.0,93.0,23.0,8.0
27.0,55.0,80.0,68.0,102.0,93.0,23.0,8.0
49.0,92.0,73.0,50.0,32.0,78.0,103.0,40.0
49.0,92.0,73.0,50.0,32.0,78.0,103.0,40.0
49.0,92.0,73.0,50.0,32.0,78.0,103.0,40.0
49.0,92.0,73.0,50.0,32.0,78.0,103.0,40.0
49.0,92.0,73.0,50.0,32.0,78.0,103.0,40.0
49.0,92.0,73.0,50.0,32.0,78.0,103.0,40.0
49.0,92.0,73.0,50.0,32.0,78.0,103.0,40.0
49.0,92.0,73.0,50.0,32.0,78.0,103.0,40.0
52.0,78.0,77.0,63.0,58.0,102.0,56.0,50.0
52.0,78.0,77.0,63.0,58.0,102.0,56.0,50.0
52.0,78.0,77.0,63.0,58.0,102.0,56.0,50.0
52.0,78.0,77.0,63.0,58.0,102.0,56.0,50.0
52.0,78.0,77.0,63.0,58.0,102.0,56.0,50.0
52.0,78.0,77.0,63.0,58.0,102.0,56.0,50.0
52.0,78.0,77.0,63.0,58.0,102.0,56.0,50.0
52.0,78.0,77.0,63.0,58.0,102.0,56.0,50.0
38.0,72.0,63.0,50.0,84.0,61.0,52.0,17.0
38.0,72.0,63.0,50.0,84.0,61.0,52.0,17.0
38.0,72.0,63.0,50.0,84.0,61.0,52.0,17.0
38.0,72.0,63.0,50.0,84.0,61.0,52.0,17.0
38.0,72.0,63.0,50.0,84.0,61.0,52.0,17.0
38.0,72.0,63.0,50.0,84.0,61.0,52.0,17.0
38.0,72.0,63.0,50.0,84.0,61.0,52.0,17.0
38.0,72.0,63.0,50.0,84.0,61.0,52.0,17.0
49.0,69.0,81.0,50.0,23.0,89.0,96.0,34.0
49.0,69.0,81.0,50.0,23.0,89.0,96.0,34.0
49.0,69.0,81.0,50.0,23.0,89.0,96.0,34.0
49.0,69.0,81.0,50.0,23.0,89.0,96.0,34.0
49.0,69.0,81.0,50.0,23.0,89.0,96.0,34.0
49.0,69.0,81.0,50.0,23.0,89.0,96.0,34.0
49.0,69.0,81.0,50.0,23.0,89.0,96.0,34.0
49.0,69.0,81.0,50.0,23.0,89.0,96.0,34.0
36.0,77.0,63.0,94.0,65.0,89.0,102.0,10.0
36.0,77.0,63.0,94.0,65.0,89.0,102.0,10.0
36.0,77.0,63.0,94.0,65.0,89.0,102.0,10.0
36.0,77.0,63.0,94.0,65.0,89.0,102.0,10.0
36.0,77.0,63.0,94.0,65.0,89.0,102.0,10.0
36.0,77.0,63.0,94.0,65.0,89.0,102.0,10.0
36.0,77.0,63.0,94.0,65.0,89.0,102.0,10.0
36.0,77.0,63.0,94.0,65.0,89.0,102.0,10.0
32.0,52.0,63.0,81.0,41.0,54.0,92.0,34.0
32.0,52.0,63.0,81.0,41.0,54.0,92.0,34.0
32.0,52.0,63.0,81.0,41.0,54.0,92.0,34.0
32.0,52.0,63.0,81.0,41.0,54.0,92.0,34.0
32.0,52.0,63.0,81.0,41.0,54.0,92.0,34.0
32.0,52.0,63.0,81.0,41.0,54.0,92.0,34.0
32.0,52.0,63.0,81.0,41.0,54.0,92.0,34.0
32.0,52.0,63.0,81.0,41.0,54.0,92.0,34.0
